"participant_virtual_id","time","event"
"9999924","2019-10-19 10:29:31+00","Cuisiner"
"9999924","2019-10-20 11:01:05+00","Allumage De Cheminée"
"9999924","2019-10-20 17:52:59+00","Arrêter De Cuisiner"
