"participant_virtual_id","time","PM2.5","PM10","PM1.0","Temperature","Humidity","NO2","BC","activity","event"
"9999961","2019-10-21 06:28:00+00","0","0","0","21.6","21.6",NULL,NULL,"Domicile",NULL
"9999961","2019-10-21 06:29:00+00","0","0","0","21.5","21.5",NULL,NULL,"Domicile",NULL
"9999961","2019-10-21 06:30:00+00","0","1","1","21.5","21.5",NULL,NULL,"Domicile",NULL
"9999961","2019-10-21 06:31:00+00","1","1","1","21.4","21.4",NULL,NULL,"Rue",NULL
"9999961","2019-10-21 06:32:00+00","2","3","3","21.2","21.2",NULL,"-1684","Rue",NULL
"9999961","2019-10-21 06:33:00+00","2","2","2","20.9","20.9",NULL,"-1404","Rue",NULL
"9999961","2019-10-21 06:34:00+00","2","3","3","20.7","20.7",NULL,"-1107","Rue",NULL
"9999961","2019-10-21 06:35:00+00","3","3","3","20.3","20.3",NULL,"-839","Rue",NULL
"9999961","2019-10-21 06:36:00+00","1","1","1","20","20",NULL,"-614","Rue",NULL
"9999961","2019-10-21 06:37:00+00","3","3","3","19.7","19.7",NULL,"-426","Rue",NULL
"9999961","2019-10-21 06:38:00+00","2","2","2","19.4","19.4",NULL,"-243","Rue",NULL
"9999961","2019-10-21 06:39:00+00","1","2","2","19.1","19.1",NULL,"-81","Rue",NULL
"9999961","2019-10-21 06:40:00+00","1","1","1","18.8","18.8",NULL,"107","Rue",NULL
"9999961","2019-10-21 06:41:00+00","1","1","1","18.6","18.6",NULL,"148","Rue",NULL
"9999961","2019-10-21 06:42:00+00","1","1","1","18.5","18.5",NULL,"278","Rue",NULL
"9999961","2019-10-21 06:43:00+00","2","2","2","18.1","18.1",NULL,"367","Rue",NULL
"9999961","2019-10-21 06:44:00+00","2","2","2","18","18",NULL,"416","Rue",NULL
"9999961","2019-10-21 06:45:00+00","2","2","2","17.7","17.7",NULL,"446","Rue",NULL
"9999961","2019-10-21 06:46:00+00","1","1","1","17.6","17.6",NULL,"479","Rue",NULL
"9999961","2019-10-21 06:47:00+00","2","2","2","17.4","17.4",NULL,"490","Rue",NULL
"9999961","2019-10-21 06:48:00+00","1","1","1","17.3","17.3",NULL,"537","Rue",NULL
"9999961","2019-10-21 06:49:00+00","2","2","2","17.2","17.2",NULL,"559","Rue",NULL
"9999961","2019-10-21 06:50:00+00","1","2","2","17.1","17.1",NULL,"580","Rue",NULL
"9999961","2019-10-21 06:51:00+00","2","2","2","17","17",NULL,"618","Rue",NULL
"9999961","2019-10-21 06:52:00+00","1","2","2","16.8","16.8",NULL,"620","Rue",NULL
"9999961","2019-10-21 06:53:00+00","2","2","2","16.7","16.7",NULL,"582","Rue",NULL
"9999961","2019-10-21 06:54:00+00","2","2","2","16.6","16.6",NULL,"619","Rue",NULL
"9999961","2019-10-21 06:55:00+00","2","2","2","16.6","16.6",NULL,"620","Rue",NULL
"9999961","2019-10-21 06:56:00+00","2","2","2","16.5","16.5",NULL,"637","Rue",NULL
"9999961","2019-10-21 06:57:00+00","2","2","2","16.3","16.3",NULL,"592","Rue",NULL
"9999961","2019-10-21 06:58:00+00","2","2","2","16.3","16.3",NULL,"618","Rue",NULL
"9999961","2019-10-21 06:59:00+00","3","4","4","16.2","16.2",NULL,"598","Rue",NULL
"9999961","2019-10-21 07:00:00+00","2","2","2","16.2","16.2",NULL,"610","Rue",NULL
"9999961","2019-10-21 07:01:00+00","2","2","2","16.2","16.2",NULL,"607","Rue",NULL
"9999961","2019-10-21 07:02:00+00","3","3","3","16.1","16.1",NULL,"622","Rue",NULL
"9999961","2019-10-21 07:03:00+00","2","3","3","16.2","16.2",NULL,"628","Rue",NULL
"9999961","2019-10-21 07:04:00+00","2","2","2","16.1","16.1",NULL,"596","Rue",NULL
"9999961","2019-10-21 07:05:00+00","3","3","3","16","16",NULL,"593","Rue",NULL
"9999961","2019-10-21 07:06:00+00","2","2","2","16","16",NULL,"581","Rue",NULL
"9999961","2019-10-21 07:07:00+00","2","3","3","15.9","15.9",NULL,"571","Rue",NULL
"9999961","2019-10-21 07:08:00+00","2","2","2","15.9","15.9",NULL,"590","Rue",NULL
"9999961","2019-10-21 07:09:00+00","2","2","2","15.9","15.9",NULL,"548","Rue",NULL
"9999961","2019-10-21 07:10:00+00","2","2","2","15.7","15.7",NULL,"539","Rue",NULL
"9999961","2019-10-21 07:11:00+00","2","2","2","15.8","15.8",NULL,"537","Rue",NULL
"9999961","2019-10-21 07:12:00+00","3","3","3","15.8","15.8",NULL,"527","Rue",NULL
"9999961","2019-10-21 07:13:00+00","1","1","1","15.7","15.7",NULL,"546","Rue",NULL
"9999961","2019-10-21 07:14:00+00","1","2","2","15.6","15.6",NULL,"527","Rue",NULL
"9999961","2019-10-21 07:15:00+00","2","2","2","15.6","15.6",NULL,"515","Rue",NULL
"9999961","2019-10-21 07:16:00+00","2","2","2","15.6","15.6",NULL,"532","Rue",NULL
"9999961","2019-10-21 07:17:00+00","3","3","3","15.5","15.5",NULL,"508","Rue",NULL
"9999961","2019-10-21 07:18:00+00","2","2","2","15.5","15.5",NULL,"537","Rue",NULL
"9999961","2019-10-21 07:19:00+00","1","1","1","15.5","15.5",NULL,"502","Rue",NULL
"9999961","2019-10-21 07:20:00+00","2","2","2","15.5","15.5",NULL,"498","Rue",NULL
"9999961","2019-10-21 07:21:00+00","1","1","1","15.4","15.4",NULL,"517","Rue",NULL
"9999961","2019-10-21 07:22:00+00","1","3","3","15.4","15.4",NULL,"483","Rue",NULL
"9999961","2019-10-21 07:23:00+00","2","2","2","15.4","15.4",NULL,"480","Rue",NULL
"9999961","2019-10-21 07:24:00+00","1","2","2","15.4","15.4",NULL,"482","Rue",NULL
"9999961","2019-10-21 07:25:00+00","2","2","2","15.2","15.2",NULL,"480","Rue",NULL
"9999961","2019-10-21 07:26:00+00","2","2","2","15.3","15.3",NULL,"460","Rue",NULL
"9999961","2019-10-21 07:27:00+00","1","3","3","15.2","15.2",NULL,"454","Rue",NULL
"9999961","2019-10-21 07:28:00+00","3","3","3","15.2","15.2",NULL,"444","Rue",NULL
"9999961","2019-10-21 07:29:00+00","2","3","3","15.1","15.1",NULL,"460","Rue",NULL
"9999961","2019-10-21 07:30:00+00","2","2","2","15.1","15.1",NULL,"461","Rue",NULL
"9999961","2019-10-21 07:31:00+00","2","2","2","15.1","15.1",NULL,"463","Rue",NULL
"9999961","2019-10-21 07:32:00+00","1","1","1","15.1","15.1",NULL,"458","Rue",NULL
"9999961","2019-10-21 07:33:00+00","1","2","2","15.1","15.1",NULL,"455","Rue",NULL
"9999961","2019-10-21 07:34:00+00","2","2","2","15","15",NULL,"446","Rue",NULL
"9999961","2019-10-21 07:35:00+00","1","1","1","15.1","15.1",NULL,"433","Rue",NULL
"9999961","2019-10-21 07:36:00+00","2","2","2","15.1","15.1",NULL,"424","Rue",NULL
"9999961","2019-10-21 07:37:00+00","2","2","2","15.1","15.1",NULL,"391","Rue",NULL
"9999961","2019-10-21 07:38:00+00","2","2","2","15.1","15.1",NULL,"431","Rue",NULL
"9999961","2019-10-21 07:39:00+00","1","1","1","15.1","15.1",NULL,"406","Rue",NULL
"9999961","2019-10-21 07:40:00+00","1","2","2","15.1","15.1",NULL,"396","Rue",NULL
"9999961","2019-10-21 07:41:00+00","1","2","2","15.2","15.2",NULL,"347","Rue",NULL
"9999961","2019-10-21 07:42:00+00","1","2","2","15","15",NULL,"373","Rue",NULL
"9999961","2019-10-21 07:43:00+00","1","1","1","15.1","15.1",NULL,"357","Rue",NULL
"9999961","2019-10-21 07:44:00+00","2","2","2","15.1","15.1",NULL,"371","Rue",NULL
"9999961","2019-10-21 07:45:00+00","2","2","2","15","15",NULL,"368","Rue",NULL
"9999961","2019-10-21 07:46:00+00","2","2","2","15.1","15.1",NULL,"359","Rue",NULL
"9999961","2019-10-21 07:47:00+00","1","1","1","15","15",NULL,"392","Rue",NULL
"9999961","2019-10-21 07:48:00+00","1","1","1","15","15",NULL,"370","Rue",NULL
"9999961","2019-10-21 07:49:00+00","1","1","1","15","15",NULL,"307","Rue",NULL
"9999961","2019-10-21 07:50:00+00","2","2","2","14.9","14.9",NULL,"330","Rue",NULL
"9999961","2019-10-21 07:51:00+00","2","2","2","14.9","14.9",NULL,"322","Rue",NULL
"9999961","2019-10-21 07:52:00+00","1","1","1","15","15",NULL,"328","Rue",NULL
"9999961","2019-10-21 07:53:00+00","1","1","1","14.9","14.9",NULL,"317","Rue",NULL
"9999961","2019-10-21 07:54:00+00","2","2","2","15","15",NULL,"330","Rue",NULL
"9999961","2019-10-21 07:55:00+00","2","2","2","15","15",NULL,"355","Rue",NULL
"9999961","2019-10-21 07:56:00+00","2","2","2","15","15",NULL,"315","Rue",NULL
"9999961","2019-10-21 07:57:00+00","1","2","2","15","15",NULL,"300","Rue",NULL
"9999961","2019-10-21 07:58:00+00","1","1","1","15","15",NULL,"334","Rue",NULL
"9999961","2019-10-21 07:59:00+00","1","1","1","15","15",NULL,"310","Rue",NULL
"9999961","2019-10-21 08:00:00+00","1","1","1","15.1","15.1",NULL,"269","Rue",NULL
"9999961","2019-10-21 08:01:00+00","2","3","3","15.1","15.1",NULL,"281","Rue",NULL
"9999961","2019-10-21 08:02:00+00","1","1","1","15","15",NULL,"293","Rue",NULL
"9999961","2019-10-21 08:03:00+00","1","1","1","15.1","15.1",NULL,"260","Rue",NULL
"9999961","2019-10-21 08:04:00+00","1","2","2","14.9","14.9",NULL,"311","Rue",NULL
"9999961","2019-10-21 08:05:00+00","1","2","2","15","15",NULL,"308","Rue",NULL
"9999961","2019-10-21 08:06:00+00","1","1","1","15","15",NULL,"280","Rue",NULL
"9999961","2019-10-21 08:07:00+00","1","1","1","14.9","14.9",NULL,"221","Rue",NULL
"9999961","2019-10-21 08:08:00+00","1","2","2","14.9","14.9",NULL,"205","Rue",NULL
"9999961","2019-10-21 08:09:00+00","1","1","1","14.9","14.9",NULL,"228","Rue",NULL
"9999961","2019-10-21 08:10:00+00","0","1","1","14.8","14.8",NULL,"214","Rue",NULL
"9999961","2019-10-21 08:11:00+00","0","1","1","14.9","14.9",NULL,"245","Rue",NULL
"9999961","2019-10-21 08:12:00+00","0","0","0","14.8","14.8",NULL,"252","Rue",NULL
"9999961","2019-10-21 08:13:00+00","0","0","0","14.8","14.8",NULL,"249","Rue",NULL
"9999961","2019-10-21 08:14:00+00","1","1","1","14.9","14.9",NULL,"219","Rue",NULL
"9999961","2019-10-21 08:15:00+00","1","1","1","14.8","14.8",NULL,"228","Rue",NULL
"9999961","2019-10-21 08:16:00+00","0","1","1","15","15",NULL,"229","Rue",NULL
"9999961","2019-10-21 08:17:00+00","1","2","2","14.9","14.9",NULL,"229","Rue",NULL
"9999961","2019-10-21 08:18:00+00","2","2","2","14.9","14.9",NULL,"207","Rue",NULL
"9999961","2019-10-21 08:19:00+00","1","1","1","15","15",NULL,"243","Rue",NULL
"9999961","2019-10-21 08:20:00+00","0","0","0","14.8","14.8",NULL,"242","Rue",NULL
"9999961","2019-10-21 08:21:00+00","1","1","1","14.9","14.9",NULL,"246","Rue",NULL
"9999961","2019-10-21 08:22:00+00","1","2","2","14.9","14.9",NULL,"213","Rue",NULL
"9999961","2019-10-21 08:23:00+00","2","2","2","14.8","14.8",NULL,"192","Rue",NULL
"9999961","2019-10-21 08:24:00+00","1","2","2","14.8","14.8",NULL,"225","Rue",NULL
"9999961","2019-10-21 08:25:00+00","0","0","0","14.9","14.9",NULL,"225","Rue",NULL
"9999961","2019-10-21 08:26:00+00","1","2","2","14.8","14.8",NULL,"249","Rue",NULL
"9999961","2019-10-21 08:27:00+00","1","1","1","14.8","14.8",NULL,"215","Rue",NULL
"9999961","2019-10-21 08:28:00+00","1","2","2","14.8","14.8",NULL,"186","Rue",NULL
"9999961","2019-10-21 08:29:00+00","1","1","1","14.8","14.8",NULL,"147","Rue",NULL
"9999961","2019-10-21 08:30:00+00","1","1","1","14.8","14.8",NULL,"169","Rue",NULL
"9999961","2019-10-21 08:31:00+00","1","2","2","14.9","14.9",NULL,"187","Rue",NULL
"9999961","2019-10-21 08:32:00+00","1","2","2","14.9","14.9",NULL,"196","Rue",NULL
"9999961","2019-10-21 08:33:00+00","0","1","1","14.9","14.9",NULL,"191","Rue",NULL
"9999961","2019-10-21 08:34:00+00","0","0","0","14.9","14.9",NULL,"167","Rue",NULL
"9999961","2019-10-21 08:35:00+00","1","1","1","14.8","14.8",NULL,"179","Rue",NULL
"9999961","2019-10-21 08:36:00+00","0","0","0","14.7","14.7",NULL,"155","Rue",NULL
"9999961","2019-10-21 08:37:00+00","0","0","0","14.8","14.8",NULL,"152","Rue",NULL
"9999961","2019-10-21 08:38:00+00","0","0","0","14.7","14.7",NULL,"131","Rue",NULL
"9999961","2019-10-21 08:39:00+00","0","1","1","14.7","14.7",NULL,"127","Rue",NULL
"9999961","2019-10-21 08:40:00+00","0","1","1","14.8","14.8",NULL,"159","Rue",NULL
"9999961","2019-10-21 08:41:00+00","0","0","0","14.7","14.7",NULL,"153","Rue",NULL
"9999961","2019-10-21 08:42:00+00","0","0","0","14.8","14.8",NULL,"118","Rue",NULL
"9999961","2019-10-21 08:43:00+00","0","0","0","14.7","14.7",NULL,"155","Rue",NULL
"9999961","2019-10-21 08:44:00+00","1","1","1","14.6","14.6",NULL,"126","Rue",NULL
"9999961","2019-10-21 08:45:00+00","1","1","1","14.7","14.7",NULL,"161","Rue",NULL
"9999961","2019-10-21 08:46:00+00","0","2","2","14.5","14.5",NULL,"185","Rue",NULL
"9999961","2019-10-21 08:47:00+00","0","1","1","14.6","14.6",NULL,"152","Rue",NULL
"9999961","2019-10-21 08:48:00+00","0","1","1","14.8","14.8",NULL,"219","Rue",NULL
"9999961","2019-10-21 08:49:00+00","1","2","2","14.7","14.7",NULL,"209","Rue",NULL
"9999961","2019-10-21 08:50:00+00","0","1","1","14.8","14.8",NULL,"229","Rue",NULL
"9999961","2019-10-21 08:51:00+00","1","2","2","14.8","14.8",NULL,"188","Rue",NULL
"9999961","2019-10-21 08:52:00+00","0","1","1","14.8","14.8",NULL,"150","Rue",NULL
"9999961","2019-10-21 08:53:00+00","1","1","1","14.9","14.9",NULL,"111","Rue",NULL
"9999961","2019-10-21 08:54:00+00","0","1","1","14.7","14.7",NULL,"198","Rue",NULL
"9999961","2019-10-21 08:55:00+00","0","1","1","14.8","14.8",NULL,"149","Rue",NULL
"9999961","2019-10-21 08:56:00+00","0","1","1","14.8","14.8",NULL,"174","Rue",NULL
"9999961","2019-10-21 08:57:00+00","0","0","0","14.9","14.9",NULL,"188","Rue",NULL
"9999961","2019-10-21 08:58:00+00","1","1","1","14.9","14.9",NULL,"173","Rue",NULL
"9999961","2019-10-21 08:59:00+00","1","1","1","14.9","14.9",NULL,"147","Rue",NULL
"9999961","2019-10-21 09:00:00+00","0","0","0","14.9","14.9",NULL,"104","Rue",NULL
"9999961","2019-10-21 09:01:00+00","1","1","1","14.9","14.9",NULL,"119","Rue",NULL
"9999961","2019-10-21 09:02:00+00","1","1","1","14.9","14.9",NULL,"142","Rue",NULL
"9999961","2019-10-21 09:03:00+00","0","0","0","14.9","14.9",NULL,"138","Rue",NULL
"9999961","2019-10-21 09:04:00+00","1","1","1","14.8","14.8",NULL,"144","Rue",NULL
"9999961","2019-10-21 09:05:00+00","1","1","1","15","15",NULL,"118","Rue",NULL
"9999961","2019-10-21 09:06:00+00","2","2","2","14.9","14.9",NULL,"187","Rue",NULL
"9999961","2019-10-21 09:07:00+00","2","2","2","14.9","14.9",NULL,"170","Rue",NULL
"9999961","2019-10-21 09:08:00+00","1","2","2","15","15",NULL,"223","Rue",NULL
"9999961","2019-10-21 09:09:00+00","0","1","1","15","15",NULL,"279","Rue",NULL
"9999961","2019-10-21 09:10:00+00","0","1","1","15","15",NULL,"214","Rue",NULL
"9999961","2019-10-21 09:11:00+00","1","2","2","15.1","15.1",NULL,"221","Rue",NULL
"9999961","2019-10-21 09:12:00+00","1","1","1","15","15",NULL,"255","Rue",NULL
"9999961","2019-10-21 09:13:00+00","1","2","2","15","15",NULL,"252","Rue",NULL
"9999961","2019-10-21 09:14:00+00","1","1","1","15.1","15.1",NULL,"222","Rue",NULL
"9999961","2019-10-21 09:15:00+00","1","2","2","15.2","15.2",NULL,"271","Rue",NULL
"9999961","2019-10-21 09:16:00+00","1","1","1","15.1","15.1",NULL,"253","Rue",NULL
"9999961","2019-10-21 09:17:00+00","1","1","1","15.2","15.2",NULL,"215","Rue",NULL
