"participant_virtual_id","time","PM2.5","PM10","PM1.0","Température","Humidité","NO2","BC","activity","event"
"9999924","2019-10-19 09:09:00+00","1","1","0","19.3","59.9","14","119",NULL,NULL
"9999924","2019-10-19 09:10:00+00","1","1","0","19.3","61.6","8","-329",NULL,NULL
"9999924","2019-10-19 09:11:00+00","1","1","0","19.2","61.9","3","-460",NULL,NULL
"9999924","2019-10-19 09:12:00+00","0","0","0","18.7","60.4","3","-110",NULL,NULL
"9999924","2019-10-19 09:13:00+00","4","4","2","17.4","60.1","0","322",NULL,NULL
"9999924","2019-10-19 09:14:00+00","2","3","1","17.2","63","1","927",NULL,NULL
"9999924","2019-10-19 09:15:00+00","1","1","0","16.9","64.1","10","1430",NULL,NULL
"9999924","2019-10-19 09:16:00+00","2","2","1","16.7","65.8","23","1036",NULL,NULL
"9999924","2019-10-19 09:17:00+00","2","2","1","15.9","67.6","24","133",NULL,NULL
"9999924","2019-10-19 09:18:00+00","1","1","0","16.1","69.6","35","314",NULL,NULL
"9999924","2019-10-19 09:19:00+00","0","0","0","15.5","70","19","537",NULL,NULL
"9999924","2019-10-19 09:20:00+00","1","1","0","15.4","71.1","9","410",NULL,NULL
"9999924","2019-10-19 09:21:00+00","0","1","0","15.2","72","9","363",NULL,NULL
"9999924","2019-10-19 09:22:00+00","0","0","0","15.3","73.1","14","537",NULL,NULL
"9999924","2019-10-19 09:23:00+00","0","0","0","15.2","73.7","12","649",NULL,NULL
"9999924","2019-10-19 09:24:00+00","0","0","0","15.4","77.3","29","687",NULL,NULL
"9999924","2019-10-19 09:25:00+00","0","0","0","15.5","77.3","24","633",NULL,NULL
"9999924","2019-10-19 09:26:00+00","1","1","0","16","90.4","27","621",NULL,NULL
"9999924","2019-10-19 09:27:00+00","0","1","0","16.1","90.8","66","606",NULL,NULL
"9999924","2019-10-19 09:28:00+00","0","2","0","16.5","91.2","20","573",NULL,NULL
"9999924","2019-10-19 09:29:00+00","0","1","0","16.7","91.2","4","543",NULL,NULL
"9999924","2019-10-19 09:30:00+00","1","1","0","17","91.1","1","521",NULL,NULL
"9999924","2019-10-19 09:31:00+00","1","1","0","17.3","90.9","0","457",NULL,NULL
"9999924","2019-10-19 09:32:00+00","1","1","0","17.5","90.7","1","447",NULL,NULL
"9999924","2019-10-19 09:33:00+00","0","1","0","17.7","90.3","0","387",NULL,NULL
"9999924","2019-10-19 09:34:00+00","0","0","0","18","90","0","392",NULL,NULL
"9999924","2019-10-19 09:35:00+00","1","1","0","18.2","88.9","0","351",NULL,NULL
"9999924","2019-10-19 09:36:00+00","1","2","0","18.5","88.1","0","346",NULL,NULL
"9999924","2019-10-19 09:37:00+00","1","2","0","18.7","86.9","0","286",NULL,NULL
"9999924","2019-10-19 09:38:00+00","1","1","0","18.8","85.8","0","272",NULL,NULL
"9999924","2019-10-19 09:39:00+00","1","1","0","19.2","85","0","304",NULL,NULL
"9999924","2019-10-19 09:40:00+00","0","2","0","19.4","84.1","0","451",NULL,NULL
"9999924","2019-10-19 09:41:00+00","1","1","0","19.5","83.1","0","367",NULL,NULL
"9999924","2019-10-19 09:42:00+00","2","4","0","19.7","82.3","0","428",NULL,NULL
"9999924","2019-10-19 09:43:00+00","2","3","1","19.8","81.3","0","354",NULL,NULL
"9999924","2019-10-19 09:44:00+00","2","2","0","20.1","80.6","0","392",NULL,NULL
"9999924","2019-10-19 09:45:00+00","2","3","0","20.2","79.7","1","323",NULL,NULL
"9999924","2019-10-19 09:46:00+00","3","3","0","20.4","78.9","0","378",NULL,NULL
"9999924","2019-10-19 09:47:00+00","2","3","0","20.5","78.1","0","282",NULL,NULL
"9999924","2019-10-19 09:48:00+00","2","2","0","20.7","77.5","0","305",NULL,NULL
"9999924","2019-10-19 09:49:00+00","2","2","0","20.8","76.7","1","289",NULL,NULL
"9999924","2019-10-19 09:50:00+00","1","1","0","20.9","76","1","338",NULL,NULL
"9999924","2019-10-19 09:51:00+00","2","3","0","21.1","75.6","1","274",NULL,NULL
"9999924","2019-10-19 09:52:00+00","1","1","0","21.4","75.3","1","268",NULL,NULL
"9999924","2019-10-19 09:53:00+00","2","2","0","21.4","74.5","1","277",NULL,NULL
"9999924","2019-10-19 09:54:00+00","1","2","0","21.4","73.7","0","313",NULL,NULL
"9999924","2019-10-19 09:55:00+00","2","2","1","21.5","73.3","1","272",NULL,NULL
"9999924","2019-10-19 09:56:00+00","1","3","0","21.6","72.7","1","265",NULL,NULL
"9999924","2019-10-19 09:57:00+00","1","1","0","21.7","72.2","0","278",NULL,NULL
"9999924","2019-10-19 09:58:00+00","1","1","0","21.8","71.6","1","247",NULL,NULL
"9999924","2019-10-19 09:59:00+00","1","2","0","21.9","71.1","1","257",NULL,NULL
"9999924","2019-10-19 10:00:00+00","1","1","0","22","70.6","1","262",NULL,NULL
"9999924","2019-10-19 10:01:00+00","2","2","0","22","70.1","0","245",NULL,NULL
"9999924","2019-10-19 10:02:00+00","1","2","0","22.2","69.6","1","269",NULL,NULL
"9999924","2019-10-19 10:03:00+00","1","2","0","22.3","69","2","268",NULL,NULL
"9999924","2019-10-19 10:04:00+00","1","2","0","22.3","68.5","1","274",NULL,NULL
"9999924","2019-10-19 10:05:00+00","0","0","0","22.4","68.1","2","237",NULL,NULL
"9999924","2019-10-19 10:06:00+00","1","3","0","22.5","67.7","2","256",NULL,NULL
"9999924","2019-10-19 10:07:00+00","1","3","0","22.5","67.3","2","278",NULL,NULL
"9999924","2019-10-19 10:08:00+00","1","2","0","22.7","67","1","258",NULL,NULL
"9999924","2019-10-19 10:09:00+00","1","1","0","22.7","66.6","2","251",NULL,NULL
"9999924","2019-10-19 10:10:00+00","2","2","0","22.7","66.1","2","258",NULL,NULL
"9999924","2019-10-19 10:11:00+00","1","2","0","22.9","65.9","1","369",NULL,NULL
"9999924","2019-10-19 10:12:00+00","1","1","0","22.9","65.6","1","263",NULL,NULL
"9999924","2019-10-19 10:13:00+00","1","2","0","22.9","65.2","2","295",NULL,NULL
"9999924","2019-10-19 10:14:00+00","1","1","0","23","64.9","2","278",NULL,NULL
"9999924","2019-10-19 10:15:00+00","1","2","0","23.1","64.7","1","235",NULL,NULL
"9999924","2019-10-19 10:16:00+00","2","2","0","23.1","64.4","3","302",NULL,NULL
"9999924","2019-10-19 10:17:00+00","1","1","0","23.1","64","3","308",NULL,NULL
"9999924","2019-10-19 10:18:00+00","2","2","0","23.2","63.8","2","303",NULL,NULL
"9999924","2019-10-19 10:19:00+00","1","1","0","23.3","63.7","3","430",NULL,NULL
"9999924","2019-10-19 10:20:00+00","1","2","0","23.3","63.4","2","275",NULL,NULL
"9999924","2019-10-19 10:21:00+00","1","1","0","23.3","63.1","3","279",NULL,NULL
"9999924","2019-10-19 10:22:00+00","1","1","0","23.4","63","3","308",NULL,NULL
"9999924","2019-10-19 10:23:00+00","2","2","0","23.4","62.6","2","319",NULL,NULL
"9999924","2019-10-19 10:24:00+00","0","1","0","23.5","62.5","3","362",NULL,NULL
"9999924","2019-10-19 10:25:00+00","1","2","0","23.6","62.3","1","410",NULL,NULL
"9999924","2019-10-19 10:26:00+00","1","3","0","23.5","61.9","2","928",NULL,NULL
"9999924","2019-10-19 10:27:00+00","1","2","0","23.7","62","3","-638",NULL,NULL
"9999924","2019-10-19 10:29:00+00","0","1","0","23.7","60.6","6","197",NULL,NULL
"9999924","2019-10-19 10:30:00+00","1","3","0","23.8","61.8","1","35","Domicile","Cuisiner"
"9999924","2019-10-19 10:31:00+00","1","2","0","23.8","61.6","0","22","Domicile","Cuisiner"
"9999924","2019-10-19 10:32:00+00","2","2","1","23.8","61.4","0","38","Domicile","Cuisiner"
"9999924","2019-10-19 10:33:00+00","1","2","0","23.8","61.2","0","-27","Domicile","Cuisiner"
