"participant_virtual_id","time","PM2.5","PM10","PM1.0","Température","Humidité","NO2","BC","activity","event"
"9999915","2019-10-20 12:58:00+00","2","3","1","27.3","48.5","1","834","Voiture","Fermeture De Fenêtre"
"9999915","2019-10-20 12:59:00+00","2","2","1","27.2","48.4","7","739","Voiture","Fermeture De Fenêtre"
"9999915","2019-10-20 13:00:00+00","2","2","1","27.4","48","0","507","Voiture","Fermeture De Fenêtre"
"9999915","2019-10-20 13:01:00+00","2","3","1","27.6","47.8","1","311","Voiture","Fermeture De Fenêtre"
"9999915","2019-10-20 13:02:00+00","2","3","1","27.7","47.5","2","448","Voiture","Fermeture De Fenêtre"
"9999915","2019-10-20 13:03:00+00","2","3","1","27.8","47","0","1148","Voiture","Fermeture De Fenêtre"
"9999915","2019-10-20 13:04:00+00","1","1","0","28","46.5","1","517","Voiture","Fermeture De Fenêtre"
"9999915","2019-10-20 13:05:00+00","1","1","0","28.1","46.3","1","326","Voiture","Fermeture De Fenêtre"
"9999915","2019-10-20 13:06:00+00","1","3","1","28.3","46.3","6","251","Voiture","Fermeture De Fenêtre"
"9999915","2019-10-20 13:07:00+00","2","2","1","28.4","46.1","2","189","Voiture","Fermeture De Fenêtre"
"9999915","2019-10-20 13:08:00+00","2","2","1","28.5","45.8","0","242","Voiture","Fermeture De Fenêtre"
"9999915","2019-10-20 13:09:00+00","2","2","1","28.6","45.5","9","-365","Voiture","Fermeture De Fenêtre"
"9999915","2019-10-20 13:10:00+00","1","2","1","28.6","45.7","1","-1048","Voiture","Fermeture De Fenêtre"
"9999915","2019-10-20 13:11:00+00","2","4","1","28.5","39.6","3","-1711","Voiture","Fermeture De Fenêtre"
"9999915","2019-10-20 13:12:00+00","3","4","1","28.3","37.5","3","-2144","Voiture","Fermeture De Fenêtre"
"9999915","2019-10-20 13:13:00+00","5","6","3","27.6","35.4","0","-1472","Voiture","Fermeture De Fenêtre"
"9999915","2019-10-20 13:14:00+00","3","4","1","27.2","36.1","2","-200","Voiture","Fermeture De Fenêtre"
"9999915","2019-10-20 13:15:00+00","4","4","2","26.9","38.6","32","68","Voiture","Fermeture De Fenêtre"
"9999915","2019-10-20 13:16:00+00","3","3","1","26.8","39.4","40","253","Voiture","Fermeture De Fenêtre"
"9999915","2019-10-20 13:18:00+00","3","5","1","26.5","40.6","17","561","Domicile","Fermeture De Fenêtre"
"9999915","2019-10-20 13:19:00+00","3","4","1","26.5","40.9","11","564","Domicile","Fermeture De Fenêtre"
"9999915","2019-10-20 13:20:00+00","3","3","1","26.5","41.3","5","409","Domicile","Fermeture De Fenêtre"
"9999915","2019-10-20 13:21:00+00","3","3","1","26.5","41.3","6","408","Domicile","Fermeture De Fenêtre"
"9999915","2019-10-20 13:22:00+00","2","3","1","26.5","41.4","3","361","Domicile","Fermeture De Fenêtre"
"9999915","2019-10-20 13:23:00+00","2","3","2","26.5","41.3","2","364","Domicile","Fermeture De Fenêtre"
"9999915","2019-10-20 13:24:00+00","2","2","1","26.6","41.4","2","378","Domicile","Fermeture De Fenêtre"
"9999915","2019-10-20 13:25:00+00","2","2","1","26.6","41.4","4","384","Domicile","Fermeture De Fenêtre"
"9999915","2019-10-20 13:26:00+00","2","3","1","26.8","41.4","2","434","Domicile","Fermeture De Fenêtre"
"9999915","2019-10-20 13:27:00+00","2","2","1","26.6","41.3","3","340","Domicile","Fermeture De Fenêtre"
"9999915","2019-10-20 13:28:00+00","2","3","1","26.8","41.2","0","307","Domicile","Fermeture De Fenêtre"
"9999915","2019-10-20 13:29:00+00","2","3","1","26.9","41.1","0","274","Domicile","Fermeture De Fenêtre"
"9999915","2019-10-20 13:30:00+00","3","3","1","26.9","40.7","1","382","Domicile","Fermeture De Fenêtre"
"9999915","2019-10-20 13:31:00+00","2","3","1","27","41.1","1","-24","Domicile","Fermeture De Fenêtre"
"9999915","2019-10-20 13:32:00+00","2","4","1","26.9","39.3","1","126","Domicile","Fermeture De Fenêtre"
"9999915","2019-10-20 13:33:00+00","2","3","1","26.9","39.4","0","241","Domicile","Fermeture De Fenêtre"
"9999915","2019-10-20 13:34:00+00","2","3","1","27","39.8","2","319","Domicile","Fermeture De Fenêtre"
"9999915","2019-10-20 13:35:00+00","2","3","1","27.1","40","3","353","Domicile","Fermeture De Fenêtre"
"9999915","2019-10-20 13:36:00+00","2","2","1","27","40","3","483","Domicile","Fermeture De Fenêtre"
"9999915","2019-10-20 13:37:00+00","2","3","1","27","40","1","1590","Domicile","Fermeture De Fenêtre"
