"participant_virtual_id","time","PM2.5","PM10","PM1.0","Temperature","Humidity","NO2","BC","activity","event"
"9999964","2019-10-19 11:54:00+00","0","0","0","25.4","25.4","6",NULL,"Domicile","Repos"
"9999964","2019-10-19 11:55:00+00","0","0","0","25.4","25.4","6",NULL,"Domicile","Repos"
"9999964","2019-10-19 11:56:00+00","0","0","0","25.5","25.5","4",NULL,"Domicile","Repos"
"9999964","2019-10-19 11:57:00+00","0","0","0","25.6","25.6","4",NULL,"Domicile","Repos"
"9999964","2019-10-19 11:58:00+00","0","0","0","25.6","25.6","5",NULL,"Domicile","Repos"
"9999964","2019-10-19 11:59:00+00","1","1","1","25.6","25.6","5",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:01:00+00","1","1","1","25.7","25.7","4",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:02:00+00","1","1","1","25.8","25.8","6",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:03:00+00","1","1","1","25.8","25.8","3",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:04:00+00","1","1","1","25.9","25.9","4",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:05:00+00","0","0","0","25.9","25.9","5",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:06:00+00","1","1","1","26","26","7",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:07:00+00","1","1","1","26","26","5",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:08:00+00","1","1","1","26","26","4",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:09:00+00","0","0","0","26.1","26.1","4",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:10:00+00","1","1","1","26.2","26.2","5",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:11:00+00","0","1","1","26.2","26.2","5",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:12:00+00","1","1","1","26.3","26.3","6",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:13:00+00","1","1","1","26.3","26.3","6",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:14:00+00","0","1","1","26.3","26.3","6",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:15:00+00","0","1","1","26.4","26.4","4",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:16:00+00","1","1","1","26.4","26.4","8",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:17:00+00","1","1","1","26.4","26.4","6",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:18:00+00","1","1","1","26.5","26.5","5",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:19:00+00","1","1","1","26.5","26.5","4",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:20:00+00","1","1","1","26.5","26.5","6",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:21:00+00","0","0","0","26.6","26.6","5",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:22:00+00","1","1","1","26.6","26.6","5",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:23:00+00","1","1","1","26.6","26.6","4",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:24:00+00","1","1","1","26.7","26.7","8",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:25:00+00","1","1","1","26.7","26.7","4",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:26:00+00","1","1","1","26.7","26.7","4",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:27:00+00","1","1","1","26.7","26.7","5",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:28:00+00","1","1","1","26.8","26.8","5",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:29:00+00","1","2","2","26.8","26.8","6",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:30:00+00","1","1","1","26.8","26.8","4",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:31:00+00","1","1","1","26.8","26.8","5",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:32:00+00","0","0","0","26.9","26.9","6",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:33:00+00","1","1","1","26.9","26.9","6",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:34:00+00","1","1","1","26.9","26.9","4",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:35:00+00","1","1","1","26.9","26.9","6",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:36:00+00","1","1","1","27","27","7",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:37:00+00","1","1","1","27","27","10",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:38:00+00","1","1","1","27","27","12",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:39:00+00","1","2","2","26.5","26.5","1",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:40:00+00","1","2","2","26.5","26.5","5",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:41:00+00","1","1","1","26.7","26.7","15",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:42:00+00","1","1","1","26.7","26.7","7",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:43:00+00","1","2","2","26.6","26.6","22",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:44:00+00","1","1","1","26.7","26.7","25",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:45:00+00","1","1","1","26.7","26.7","28",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:46:00+00","2","2","2","26.7","26.7","25",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:47:00+00","2","3","3","26.5","26.5","32",NULL,"Domicile","Repos"
"9999964","2019-10-19 12:48:00+00","1","1","1","26.3","26.3","40",NULL,"Voiture","Repos"
"9999964","2019-10-19 12:49:00+00","1","1","1","26.1","26.1","5",NULL,"Voiture","Repos"
"9999964","2019-10-19 12:50:00+00","1","1","1","26","26","9",NULL,"Voiture","Repos"
"9999964","2019-10-19 12:51:00+00","1","2","2","25.8","25.8","5",NULL,"Voiture","Repos"
"9999964","2019-10-19 12:52:00+00","1","1","1","25.8","25.8","13",NULL,"Voiture","Repos"
"9999964","2019-10-19 12:53:00+00","1","1","1","25.7","25.7","11",NULL,"Voiture","Repos"
"9999964","2019-10-19 12:54:00+00","2","3","3","25.7","25.7","3",NULL,"Voiture","Repos"
"9999964","2019-10-19 12:55:00+00","2","2","2","25.6","25.6","9",NULL,"Voiture","Repos"
"9999964","2019-10-19 12:56:00+00","2","2","2","25.7","25.7","8",NULL,"Voiture","Repos"
"9999964","2019-10-19 12:57:00+00","2","2","2","26","26","3",NULL,"Voiture","Repos"
"9999964","2019-10-19 12:58:00+00","2","2","2","26","26","12",NULL,"Voiture","Repos"
"9999964","2019-10-19 12:59:00+00","2","2","2","26.2","26.2","12",NULL,"Voiture","Repos"
"9999964","2019-10-19 13:00:00+00","1","1","1","26.9","26.9","2",NULL,"Voiture","Repos"
"9999964","2019-10-19 13:01:00+00","1","1","1","26.6","26.6","5",NULL,"Voiture","Repos"
"9999964","2019-10-19 13:02:00+00","1","1","1","26.5","26.5","2",NULL,"Voiture","Repos"
"9999964","2019-10-19 13:03:00+00","1","1","1","26.5","26.5","8",NULL,"Voiture","Repos"
"9999964","2019-10-19 13:04:00+00","2","2","2","26.5","26.5","7",NULL,"Voiture","Repos"
"9999964","2019-10-19 13:05:00+00","1","1","1","26.5","26.5","4",NULL,"Voiture","Repos"
"9999964","2019-10-19 13:06:00+00","1","1","1","26.5","26.5","1",NULL,"Voiture","Repos"
"9999964","2019-10-19 13:07:00+00","0","1","1","26.5","26.5","16",NULL,"Voiture","Repos"
"9999964","2019-10-19 13:08:00+00","0","0","0","26.5","26.5","3",NULL,"Voiture","Repos"
"9999964","2019-10-19 13:09:00+00","0","0","0","26.6","26.6","13",NULL,"Voiture","Repos"
"9999964","2019-10-19 13:10:00+00","1","1","1","26.6","26.6","3",NULL,"Voiture","Repos"
"9999964","2019-10-19 13:11:00+00","3","3","3","26.5","26.5","4",NULL,"Voiture","Repos"
"9999964","2019-10-19 13:12:00+00","2","2","2","26.6","26.6","8",NULL,"Voiture","Repos"
"9999964","2019-10-19 13:13:00+00","2","2","2","26.5","26.5","7",NULL,"Voiture","Repos"
"9999964","2019-10-19 13:14:00+00","2","3","3","26.6","26.6","8",NULL,"Voiture","Repos"
"9999964","2019-10-19 13:15:00+00","4","4","4","26.6","26.6","9",NULL,"Voiture","Repos"
"9999964","2019-10-19 13:16:00+00","2","3","3","26.6","26.6","7",NULL,"Voiture","Repos"
"9999964","2019-10-19 13:17:00+00","2","2","2","26.6","26.6","4",NULL,"Voiture","Repos"
"9999964","2019-10-19 13:18:00+00","5","5","5","26.6","26.6","11",NULL,"Voiture","Repos"
"9999964","2019-10-19 13:19:00+00","13","14","14","26.5","26.5","67",NULL,"Voiture","Repos"
"9999964","2019-10-19 13:20:00+00","20","22","22","26.3","26.3","84",NULL,"Voiture","Repos"
"9999964","2019-10-19 13:21:00+00","16","18","18","26.2","26.2","75",NULL,"Voiture","Repos"
"9999964","2019-10-19 13:22:00+00","4","5","5","25.9","25.9","36",NULL,"Voiture","Repos"
"9999964","2019-10-19 13:23:00+00","1","1","1","25.6","25.6","37",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:24:00+00","1","1","1","25.5","25.5","27",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:25:00+00","1","1","1","25.4","25.4","13",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:26:00+00","1","1","1","25.4","25.4","17",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:27:00+00","1","1","1","25.3","25.3","15",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:28:00+00","2","2","2","25.4","25.4","16",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:29:00+00","2","2","2","25.4","25.4","13",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:30:00+00","1","1","1","25.4","25.4","13",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:31:00+00","1","1","1","25.5","25.5","10",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:32:00+00","1","1","1",NULL,NULL,"10",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:33:00+00","1","1","1","25.5","25.5","10",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:34:00+00","1","1","1","25.6","25.6","11",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:35:00+00","1","1","1","25.6","25.6","10",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:36:00+00","1","1","1","25.6","25.6","8",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:37:00+00","1","1","1","25.6","25.6","10",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:38:00+00","1","1","1","25.6","25.6","6",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:39:00+00","1","2","2","25.7","25.7","10",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:40:00+00","2","2","2","25.7","25.7","5",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:41:00+00","1","1","1","25.7","25.7","7",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:42:00+00","1","1","1","25.7","25.7","8",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:43:00+00","1","1","1","25.6","25.6","9",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:44:00+00","1","1","1","25.6","25.6","8",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:45:00+00","1","1","1","25.6","25.6","10",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:46:00+00","1","3","3","25.6","25.6","12",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:47:00+00","1","1","1","25.6","25.6","16",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:48:00+00","1","1","1","25.6","25.6","10",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:49:00+00","1","2","2","25.7","25.7","13",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:50:00+00","1","1","1","25.7","25.7","6",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:51:00+00","2","2","2","25.7","25.7","11",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:52:00+00","1","1","1","25.7","25.7","10",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:53:00+00","1","1","1","25.8","25.8","8",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:54:00+00","1","1","1","25.8","25.8","6",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:55:00+00","1","2","2","25.8","25.8","13",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:56:00+00","1","2","2","25.8","25.8","8",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:57:00+00","1","1","1","25.7","25.7","6",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:58:00+00","7","7","7","25.6","25.6","13",NULL,"Magasin","Repos"
"9999964","2019-10-19 13:59:00+00","8","8","8","25.3","25.3","35",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:00:00+00","7","7","7","25.2","25.2","29",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:01:00+00","7","8","8","25.2","25.2","15",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:02:00+00","6","6","6","25.1","25.1","6",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:03:00+00","7","7","7","25.2","25.2","9",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:04:00+00","11","12","12","25.2","25.2","18",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:05:00+00","15","15","15","25.2","25.2","25",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:06:00+00","12","12","12","25.3","25.3","39",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:07:00+00","8","9","9","25.4","25.4","37",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:08:00+00","6","6","6","25.5","25.5","37",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:09:00+00","2","2","2","25.6","25.6","37",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:10:00+00","2","2","2","25.8","25.8","23",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:11:00+00","2","2","2","25.9","25.9","21",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:12:00+00","1","2","2","26","26","24",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:13:00+00","2","2","2","26.1","26.1","18",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:14:00+00","3","3","3","26.1","26.1","16",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:15:00+00","4","4","4","26.2","26.2","27",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:16:00+00","4","4","4","26.3","26.3","20",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:17:00+00","5","5","5","26.3","26.3","16",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:18:00+00","5","5","5","26.3","26.3","24",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:19:00+00","3","4","4","26.4","26.4","22",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:20:00+00","3","3","3","26.4","26.4","22",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:21:00+00","2","2","2","26.5","26.5","9",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:22:00+00","2","2","2","26.5","26.5","11",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:23:00+00","3","3","3","26.6","26.6","11",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:24:00+00","4","4","4","26.6","26.6","10",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:25:00+00","6","7","7","26.6","26.6","19",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:26:00+00","5","5","5","26.7","26.7","25",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:27:00+00","2","2","2","26.7","26.7","21",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:28:00+00","2","2","2","26.7","26.7","19",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:29:00+00","1","2","2","26.7","26.7","17",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:30:00+00","2","2","2","26.8","26.8","13",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:31:00+00","2","2","2","26.8","26.8","11",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:32:00+00","1","2","2","26.8","26.8","10",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:33:00+00","1","1","1","26.7","26.7","27",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:34:00+00","1","1","1","26.7","26.7","28",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:35:00+00","1","1","1","26.7","26.7","35",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:36:00+00","1","1","1","26.7","26.7","0",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:37:00+00","0","0","0","26.7","26.7","2",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:38:00+00","0","0","0","26.7","26.7","24",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:39:00+00","0","0","0","26.7","26.7","57",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:40:00+00","0","0","0","26.7","26.7","0",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:41:00+00","1","1","1","26.7","26.7","3",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:42:00+00","1","1","1","26.7","26.7","0",NULL,"Voiture","Repos"
"9999964","2019-10-19 14:43:00+00","1","1","1","26.5","26.5","87",NULL,"Magasin","Repos"
"9999964","2019-10-19 14:44:00+00","6","8","8","26.2","26.2","52",NULL,"Magasin","Repos"
"9999964","2019-10-19 14:45:00+00","9","10","10","26","26","12",NULL,"Magasin","Repos"
"9999964","2019-10-19 14:46:00+00","6","7","7","25.8","25.8","10",NULL,"Magasin","Repos"
"9999964","2019-10-19 14:47:00+00","6","6","6","25.6","25.6","4",NULL,"Magasin","Repos"
"9999964","2019-10-19 14:48:00+00","5","5","5","25.4","25.4","10",NULL,"Magasin","Repos"
"9999964","2019-10-19 14:49:00+00","4","6","6","25.2","25.2","6",NULL,"Magasin","Repos"
"9999964","2019-10-19 14:50:00+00","6","8","8","25","25","9",NULL,"Magasin","Repos"
"9999964","2019-10-19 14:51:00+00","8","8","8","24.8","24.8","6",NULL,"Magasin","Repos"
"9999964","2019-10-19 14:52:00+00","7","7","7","24.6","24.6","1",NULL,"Magasin","Repos"
"9999964","2019-10-19 14:53:00+00","10","12","12","24.4","24.4","1",NULL,"Magasin","Repos"
"9999964","2019-10-19 14:54:00+00","8","9","9","24.2","24.2","5",NULL,"Magasin","Repos"
"9999964","2019-10-19 14:55:00+00","7","8","8","24.1","24.1","2",NULL,"Magasin","Repos"
"9999964","2019-10-19 14:56:00+00","5","6","6","23.9","23.9","15",NULL,"Magasin","Repos"
"9999964","2019-10-19 14:57:00+00","6","6","6","23.7","23.7","16",NULL,"Magasin","Repos"
"9999964","2019-10-19 14:58:00+00","5","5","5","23.5","23.5","4",NULL,"Magasin","Repos"
"9999964","2019-10-19 14:59:00+00","3","4","4","23.5","23.5","7",NULL,"Magasin","Repos"
"9999964","2019-10-19 15:00:00+00","3","3","3","23.3","23.3","1",NULL,"Magasin","Repos"
"9999964","2019-10-19 15:01:00+00","2","2","2","23.1","23.1","5",NULL,"Magasin","Repos"
"9999964","2019-10-19 15:02:00+00","2","4","4","22.9","22.9","5",NULL,"Magasin","Repos"
"9999964","2019-10-19 15:03:00+00","4","4","4","22.8","22.8","14",NULL,"Magasin","Repos"
"9999964","2019-10-19 15:04:00+00","3","5","5","22.5","22.5","1",NULL,"Magasin","Repos"
"9999964","2019-10-19 15:05:00+00","4","5","5","22.3","22.3","1",NULL,"Magasin","Repos"
"9999964","2019-10-19 15:06:00+00","3","4","4","22.1","22.1","0",NULL,"Magasin","Repos"
"9999964","2019-10-19 15:07:00+00","5","6","6","21.9","21.9","13",NULL,"Magasin","Repos"
"9999964","2019-10-19 15:08:00+00","7","9","9","21.9","21.9","54",NULL,"Magasin","Repos"
"9999964","2019-10-19 15:09:00+00","6","8","8","21.8","21.8","12",NULL,"Magasin","Repos"
"9999964","2019-10-19 15:10:00+00","7","9","9","21.9","21.9","8",NULL,"Magasin","Repos"
"9999964","2019-10-19 15:11:00+00","6","7","7","22","22","5",NULL,"Magasin","Repos"
"9999964","2019-10-19 15:12:00+00","7","8","8","22","22","4",NULL,"Magasin","Repos"
"9999964","2019-10-19 15:13:00+00","13","15","15","22.1","22.1","2",NULL,"Magasin","Repos"
"9999964","2019-10-19 15:14:00+00","14","15","15","22.2","22.2","0",NULL,"Magasin","Repos"
"9999964","2019-10-19 15:15:00+00","12","13","13","22.2","22.2","3",NULL,"Magasin","Repos"
"9999964","2019-10-19 15:16:00+00","10","11","11","22.3","22.3","2",NULL,"Magasin","Repos"
"9999964","2019-10-19 15:17:00+00","8","10","10","22.3","22.3","0",NULL,"Magasin","Repos"
"9999964","2019-10-19 15:18:00+00","17","22","22","22.3","22.3","1",NULL,"Magasin","Repos"
"9999964","2019-10-19 15:19:00+00","15","19","19","22.4","22.4","4",NULL,"Magasin","Repos"
"9999964","2019-10-19 15:20:00+00","12","14","14","22.3","22.3","0",NULL,"Magasin","Repos"
"9999964","2019-10-19 15:21:00+00","12","13","13","22.3","22.3","0",NULL,"Magasin","Repos"
"9999964","2019-10-19 15:22:00+00","11","13","13","22.3","22.3","7",NULL,"Magasin","Repos"
"9999964","2019-10-19 15:23:00+00","3","3","3","22.2","22.2","2",NULL,"Magasin","Repos"
"9999964","2019-10-19 15:24:00+00","4","6","6","22.1","22.1","0",NULL,"Magasin","Repos"
"9999964","2019-10-19 15:25:00+00","4","4","4","22.1","22.1","0",NULL,"Magasin","Repos"
"9999964","2019-10-19 15:26:00+00","5","5","5","22.1","22.1","9",NULL,"Magasin","Repos"
"9999964","2019-10-19 15:29:00+00","0","0","0","22.4","22.4","4",NULL,"Magasin","Repos"
"9999964","2019-10-19 15:30:00+00","0","0","0","22.3","22.3","17",NULL,"Magasin","Repos"
"9999964","2019-10-19 15:31:00+00","0","1","1","22.2","22.2","6",NULL,"Magasin","Repos"
"9999964","2019-10-19 15:32:00+00","0","1","1","22.2","22.2","3",NULL,"Voiture","Repos"
"9999964","2019-10-19 15:33:00+00","1","1","1","22.3","22.3","0",NULL,"Voiture","Repos"
"9999964","2019-10-19 15:34:00+00","1","2","2","22.3","22.3","0",NULL,"Voiture","Repos"
"9999964","2019-10-19 15:35:00+00","0","0","0","22.5","22.5","5",NULL,"Voiture","Repos"
"9999964","2019-10-19 15:36:00+00","0","0","0","22.6","22.6","31",NULL,"Voiture","Repos"
