"participant_virtual_id","timestamp","lat","lon"
"9999966","2019-10-21 13:45:00+00","48.813062","2.1485557"
"9999966","2019-10-21 13:46:00+00","48.813042","2.1485186"
"9999966","2019-10-21 13:54:00+00","48.8130408","2.1485239"
"9999966","2019-10-21 13:55:00+00","48.8130276","2.1485554"
"9999966","2019-10-21 13:58:00+00","48.8130443","2.1485187"
"9999966","2019-10-21 14:07:00+00","48.8130457","2.1485197"
"9999966","2019-10-21 14:12:00+00","48.8130418","2.1485155"
"9999966","2019-10-21 14:16:00+00","48.8130421","2.1485143"
"9999966","2019-10-21 14:22:00+00","48.8130229","2.148536"
"9999966","2019-10-21 14:25:00+00","48.8130418","2.1485171"
"9999966","2019-10-21 14:29:00+00","48.8130391","2.1485184"
"9999966","2019-10-21 14:33:00+00","48.8130388","2.1485177"
"9999966","2019-10-21 14:35:00+00","48.8130423","2.148513"
"9999966","2019-10-21 14:36:00+00","48.813038","2.1485198"
"9999966","2019-10-21 14:38:00+00","48.8130353","2.1485351"
"9999966","2019-10-21 14:41:00+00","48.8130295","2.1485316"
"9999966","2019-10-21 14:45:00+00","48.8130154","2.1485481"
"9999966","2019-10-21 14:48:00+00","48.8130221","2.148543"
"9999966","2019-10-21 14:51:00+00","48.8130287","2.1485334"
"9999966","2019-10-21 14:52:00+00","48.8130428","2.1485147"
"9999966","2019-10-21 14:54:00+00","48.813033","2.1485272"
"9999966","2019-10-21 14:56:00+00","48.8130143","2.1485549"
"9999966","2019-10-21 14:57:00+00","48.813042","2.1485159"
"9999966","2019-10-21 15:00:00+00","48.8130243","2.1485387"
"9999966","2019-10-21 15:01:00+00","48.8130418","2.1485174"
"9999966","2019-10-21 15:02:00+00","48.8130309","2.1485297"
"9999966","2019-10-21 15:03:00+00","48.8130418","2.1485166"
"9999966","2019-10-21 15:09:00+00","48.813024","2.1485361"
"9999966","2019-10-21 15:11:00+00","48.8130436","2.1485212"
"9999966","2019-10-21 15:12:00+00","48.8130344","2.1485261"
"9999966","2019-10-21 15:14:00+00","48.8130312","2.1485308"
"9999966","2019-10-21 15:15:00+00","48.8130427","2.1485153"
"9999966","2019-10-21 15:17:00+00","48.8130327","2.1485404"
"9999966","2019-10-21 15:18:00+00","48.8130418","2.1485144"
"9999966","2019-10-21 15:19:00+00","48.8130188","2.1485495"
"9999966","2019-10-21 15:25:00+00","48.813042","2.1485138"
"9999966","2019-10-21 15:29:00+00","48.8130419","2.1485163"
