"participant_virtual_id","timestamp","lat","lon"
"9999915","2019-10-19 09:23:32+00","48.8013583333333","2.13064333333333"
"9999915","2019-10-19 09:24:03+00","48.8013833333333","2.13055666666667"
"9999915","2019-10-19 09:24:34+00","48.801385","2.13056166666667"
"9999915","2019-10-19 09:25:05+00","48.80151","2.130485"
"9999915","2019-10-19 09:25:36+00","48.80181","2.12993833333333"
"9999915","2019-10-19 09:26:07+00","48.8009066666667","2.12916833333333"
"9999915","2019-10-19 09:26:37+00","48.80054","2.12867833333333"
"9999915","2019-10-19 09:27:08+00","48.8003216666667","2.128445"
"9999915","2019-10-19 09:27:39+00","48.7989033333333","2.12761"
"9999915","2019-10-19 09:28:10+00","48.7994083333333","2.12531666666667"
"9999915","2019-10-19 09:28:41+00","48.8000116666667","2.12328666666667"
"9999915","2019-10-19 09:29:12+00","48.80054","2.12112"
"9999915","2019-10-19 09:29:43+00","48.8009583333333","2.11968666666667"
"9999915","2019-10-19 09:30:14+00","48.80177","2.11712166666667"
"9999915","2019-10-19 09:30:45+00","48.80248","2.1142"
"9999915","2019-10-19 09:31:16+00","48.802855","2.11100166666667"
"9999915","2019-10-19 09:31:47+00","48.8031916666667","2.10805833333333"
"9999915","2019-10-19 09:32:18+00","48.8034666666667","2.10529166666667"
"9999915","2019-10-19 09:32:49+00","48.8033933333333","2.10289666666667"
"9999915","2019-10-19 09:33:20+00","48.803105","2.099885"
"9999915","2019-10-19 09:33:51+00","48.8028366666667","2.09683333333333"
"9999915","2019-10-19 09:34:22+00","48.8025466666667","2.093845"
"9999915","2019-10-19 09:34:53+00","48.8022883333333","2.09093333333333"
"9999915","2019-10-19 09:35:24+00","48.802065","2.08803666666667"
"9999915","2019-10-19 09:35:55+00","48.8017816666667","2.08557"
"9999915","2019-10-19 09:36:26+00","48.8014833333333","2.08263166666667"
"9999915","2019-10-19 09:36:57+00","48.80126","2.080055"
"9999915","2019-10-19 09:37:28+00","48.8009833333333","2.07731"
"9999915","2019-10-19 09:37:59+00","48.80078","2.07468333333333"
"9999915","2019-10-19 09:38:30+00","48.8003","2.072645"
"9999915","2019-10-19 09:39:01+00","48.7997183333333","2.07047833333333"
"9999915","2019-10-19 09:39:32+00","48.7994833333333","2.070085"
"9999915","2019-10-19 09:40:03+00","48.7997066666667","2.067965"
"9999915","2019-10-19 09:40:33+00","48.8003283333333","2.06486333333333"
"9999915","2019-10-19 09:41:04+00","48.80083","2.063125"
"9999915","2019-10-19 09:41:35+00","48.8008266666667","2.06312666666667"
"9999915","2019-10-19 09:42:06+00","48.8019633333333","2.06132333333333"
"9999915","2019-10-19 09:42:37+00","48.80347","2.05886666666667"
"9999915","2019-10-19 09:43:08+00","48.804835","2.05650666666667"
"9999915","2019-10-19 09:43:39+00","48.805765","2.05450833333333"
"9999915","2019-10-19 09:44:10+00","48.806375","2.05277166666667"
"9999915","2019-10-19 09:44:41+00","48.8073","2.05009833333333"
"9999915","2019-10-19 09:45:12+00","48.8079933333333","2.04810666666667"
"9999915","2019-10-19 09:45:43+00","48.8080383333333","2.04804666666667"
"9999915","2019-10-19 09:46:14+00","48.8089483333333","2.04536833333333"
"9999915","2019-10-19 09:46:45+00","48.80988","2.04263333333333"
"9999915","2019-10-19 09:47:16+00","48.8113566666667","2.04186166666667"
"9999915","2019-10-19 09:47:47+00","48.8127916666667","2.04352666666667"
"9999915","2019-10-19 09:48:18+00","48.81449","2.04523"
"9999915","2019-10-19 09:48:49+00","48.8153133333333","2.04583833333333"
"9999915","2019-10-19 09:49:20+00","48.8153133333333","2.04583833333333"
"9999915","2019-10-19 09:49:51+00","48.8153133333333","2.04583833333333"
"9999915","2019-10-19 09:50:22+00","48.81541","2.04583333333333"
"9999915","2019-10-19 09:50:53+00","48.81531","2.04578666666667"
"9999915","2019-10-19 09:51:24+00","48.8153483333333","2.045655"
"9999915","2019-10-19 09:51:55+00","48.8153483333333","2.045655"
"9999915","2019-10-19 09:52:26+00","48.8153483333333","2.045655"
"9999915","2019-10-19 09:52:57+00","48.8153483333333","2.045655"
"9999915","2019-10-19 09:53:27+00","48.815445","2.04569833333333"
"9999915","2019-10-19 09:53:58+00","48.81537","2.045735"
"9999915","2019-10-19 09:54:29+00","48.81537","2.045735"
"9999915","2019-10-19 09:55:00+00","48.81537","2.045735"
"9999915","2019-10-19 09:55:31+00","48.81537","2.045735"
"9999915","2019-10-19 09:56:02+00","48.81537","2.045735"
"9999915","2019-10-19 09:56:33+00","48.81537","2.045735"
"9999915","2019-10-19 09:57:04+00","48.81537","2.045735"
"9999915","2019-10-19 09:57:35+00","48.81537","2.045735"
"9999915","2019-10-19 09:58:06+00","48.81537","2.045735"
"9999915","2019-10-19 09:58:37+00","48.81537","2.045735"
"9999915","2019-10-19 09:59:08+00","48.81537","2.045735"
"9999915","2019-10-19 09:59:39+00","48.81537","2.045735"
"9999915","2019-10-19 10:00:10+00","48.81537","2.045735"
